-1.867536753416061401e-01,-1.801984757184982300e-01,-2.323491424322128296e-01,1.039235740900039673e-01,-6.912114098668098450e-03,-2.469203248620033264e-02,1.250165253877639771e-01,1.413676887750625610e-01,2.080196589231491089e-01
-3.594388812780380249e-02,-3.086554408073425293e-01,-4.270011559128761292e-02,1.219249665737152100e-01,-1.091660857200622559e-01,-1.116937920451164246e-01,2.025056332349777222e-01,1.138899698853492737e-01,1.243417635560035706e-01
6.974536925554275513e-02,-5.020469427108764648e-02,1.495584249496459961e-01,-3.907177224755287170e-02,-3.951587527990341187e-02,1.250621974468231201e-01,3.479164093732833862e-02,-2.260711789131164551e-02,-2.947460412979125977e-01
2.726714611053466797e-01,-2.537581697106361389e-02,-4.077120423316955566e-01,1.649982780218124390e-01,-5.806211829185485840e-01,-1.404483467340469360e-01,-2.770425379276275635e-01,-3.805318176746368408e-01,3.149293661117553711e-01
7.563342899084091187e-02,-2.948973774909973145e-01,-1.358990222215652466e-01,-6.598482839763164520e-03,-1.003038138151168823e-01,-2.843914180994033813e-02,2.039335519075393677e-01,1.850149035453796387e-01,1.023741289973258972e-01
9.174282662570476532e-03,1.499119699001312256e-01,2.157359570264816284e-01,-3.340224176645278931e-02,1.635367423295974731e-02,4.932258278131484985e-02,4.944171756505966187e-02,-3.185235559940338135e-01,-2.415798157453536987e-01
1.617839932441711426e-01,-1.973267793655395508e-01,-3.268423974514007568e-01,1.536480188369750977e-01,1.278758645057678223e-01,7.953565567731857300e-02,-5.071429908275604248e-02,-3.932547755539417267e-03,1.901323944330215454e-01
1.468642652034759521e-01,1.422827541828155518e-01,1.126703154295682907e-02,-5.420760437846183777e-02,1.638149470090866089e-01,1.041293442249298096e-01,-3.298519551753997803e-01,-2.419302612543106079e-01,7.035673409700393677e-02
-2.859352827072143555e-01,8.587384968996047974e-02,9.168297797441482544e-02,4.749609529972076416e-02,9.628321230411529541e-02,1.311597600579261780e-02,9.866578876972198486e-02,-3.717268351465463638e-03,-2.049412578344345093e-01
1.020712312310934067e-02,1.600718200206756592e-01,8.197855949401855469e-02,-8.838729560375213623e-02,-4.134531132876873016e-03,-5.830368772149085999e-02,-4.041974432766437531e-03,5.722659453749656677e-02,1.109200865030288696e-01
2.414097078144550323e-02,-6.789789348840713501e-02,-8.357129991054534912e-02,4.131034761667251587e-02,-1.103917509317398071e-01,5.493346601724624634e-02,1.421873122453689575e-01,8.367922902107238770e-02,3.801972046494483948e-02
2.045748233795166016e-01,1.607016772031784058e-01,1.907973438501358032e-01,1.248261611908674240e-02,5.721606314182281494e-02,4.837983474135398865e-02,-3.686876893043518066e-01,-3.280659615993499756e-01,-9.266494773328304291e-03
5.024237185716629028e-02,6.854064017534255981e-02,2.001038044691085815e-01,-2.728368341922760010e-01,-2.045582979917526245e-01,-3.498134911060333252e-01,2.260856777429580688e-01,7.998415082693099976e-02,4.011740162968635559e-02
4.900899156928062439e-02,2.360146306455135345e-02,-9.009040147066116333e-02,-1.290662735700607300e-01,-3.232897818088531494e-01,-9.830656647682189941e-02,2.173070013523101807e-01,2.007341384887695312e-01,1.404666155576705933e-01
-2.925870716571807861e-01,-1.711625456809997559e-01,-9.638313949108123779e-02,1.791182011365890503e-01,8.510472625494003296e-02,9.453173726797103882e-02,7.840482890605926514e-02,5.716943368315696716e-02,4.611253365874290466e-02
-2.799201607704162598e-01,-6.813719868659973145e-02,6.456626951694488525e-02,4.169203341007232666e-02,2.067946791648864746e-01,9.676650166511535645e-02,7.619453966617584229e-02,-7.214357703924179077e-02,-1.723735034465789795e-01
2.786254510283470154e-02,6.559360027313232422e-02,2.291990071535110474e-02,-9.581046551465988159e-02,-4.199254885315895081e-02,9.540861845016479492e-02,-1.028357073664665222e-01,1.013450250029563904e-01,9.099964797496795654e-02
-3.007317185401916504e-01,1.845957040786743164e-01,1.131713688373565674e-01,1.051729395985603333e-01,3.173035085201263428e-01,-9.683100879192352295e-02,1.417247205972671509e-01,-4.924259707331657410e-02,-4.080972969532012939e-01
6.921979039907455444e-02,7.020336389541625977e-02,1.336451321840286255e-01,-8.487732708454132080e-02,1.490708440542221069e-01,-1.573582440614700317e-01,-2.778312563896179199e-02,1.239209845662117004e-01,-1.487819850444793701e-01
1.733492463827133179e-01,-2.378922998905181885e-01,-3.085599243640899658e-01,1.721472442150115967e-01,-1.015471741557121277e-01,4.216999933123588562e-02,9.721161425113677979e-02,1.501413732767105103e-01,-2.461289800703525543e-02
4.876444488763809204e-02,-2.356065362691879272e-01,-6.710410863161087036e-02,1.353984326124191284e-01,9.319335222244262695e-02,5.459752678871154785e-02,-1.647333800792694092e-02,-4.520734399557113647e-02,-9.280926734209060669e-02
